index,tensor
792,"[3.0, 2.0, 1400.0, 7384.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1150.0, 250.0, 47.4654998779, -122.1740036011, 1820.0, 7992.0, 35.0, 0.0, 0.0]"
793,"[3.0, 1.75, 1520.0, 12282.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1220.0, 300.0, 47.7515983582, -122.2990036011, 1860.0, 13500.0, 36.0, 0.0, 0.0]"
794,"[3.0, 1.75, 1250.0, 3880.0, 1.0, 0.0, 0.0, 4.0, 7.0, 750.0, 500.0, 47.6869010925, -122.391998291, 1240.0, 3880.0, 70.0, 0.0, 0.0]"
795,"[2.0, 1.75, 1260.0, 5300.0, 1.0, 0.0, 0.0, 4.0, 7.0, 840.0, 420.0, 47.6809005737, -122.3479995728, 1280.0, 3000.0, 64.0, 0.0, 0.0]"
796,"[2.0, 1.0, 940.0, 9839.0, 1.0, 0.0, 0.0, 3.0, 6.0, 940.0, 0.0, 47.5378990173, -122.3860015869, 1330.0, 8740.0, 104.0, 0.0, 0.0]"
797,"[3.0, 2.25, 3280.0, 79279.0, 1.0, 0.0, 0.0, 3.0, 10.0, 3280.0, 0.0, 47.3207015991, -122.2929992676, 1860.0, 24008.0, 13.0, 0.0, 0.0]"
798,"[4.0, 1.0, 1750.0, 68841.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1750.0, 0.0, 47.4441986084, -122.0810012817, 1550.0, 32799.0, 72.0, 0.0, 0.0]"
799,"[3.0, 2.0, 1740.0, 18000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1230.0, 510.0, 47.7397003174, -122.2419967651, 1740.0, 11250.0, 25.0, 0.0, 0.0]"
800,"[2.0, 1.0, 1190.0, 11400.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1190.0, 0.0, 47.5012016296, -122.2649993896, 1410.0, 11400.0, 63.0, 0.0, 0.0]"
801,"[3.0, 1.75, 1360.0, 18123.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1360.0, 0.0, 47.4715995789, -121.7559967041, 1570.0, 16817.0, 31.0, 0.0, 0.0]"
802,"[4.0, 2.75, 3800.0, 9606.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3800.0, 0.0, 47.7368011475, -122.2080001831, 3400.0, 9677.0, 6.0, 0.0, 0.0]"
803,"[4.0, 1.0, 2000.0, 4800.0, 2.0, 0.0, 0.0, 4.0, 7.0, 2000.0, 0.0, 47.6582984924, -122.3509979248, 1260.0, 1452.0, 104.0, 0.0, 0.0]"
804,"[3.0, 1.75, 1250.0, 3880.0, 1.0, 0.0, 0.0, 4.0, 7.0, 750.0, 500.0, 47.6869010925, -122.391998291, 1240.0, 3880.0, 70.0, 0.0, 0.0]"
805,"[3.0, 1.75, 1520.0, 12282.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1220.0, 300.0, 47.7515983582, -122.2990036011, 1860.0, 13500.0, 36.0, 0.0, 0.0]"
806,"[4.0, 2.0, 1520.0, 7983.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1520.0, 0.0, 47.7356987, -122.1930007935, 1520.0, 7783.0, 47.0, 0.0, 0.0]"
807,"[5.0, 2.75, 2580.0, 7865.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1480.0, 1100.0, 47.6208000183, -122.138999939, 2140.0, 8400.0, 51.0, 0.0, 0.0]"
808,"[2.0, 1.0, 1410.0, 5000.0, 1.0, 0.0, 2.0, 4.0, 7.0, 940.0, 470.0, 47.5531005859, -122.3789978027, 1450.0, 5000.0, 97.0, 0.0, 0.0]"
809,"[4.0, 2.5, 3710.0, 7491.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3710.0, 0.0, 47.5596008301, -122.0159988403, 3040.0, 7491.0, 12.0, 0.0, 0.0]"
810,"[2.0, 1.0, 850.0, 2340.0, 1.0, 0.0, 0.0, 3.0, 7.0, 850.0, 0.0, 47.6707000732, -122.3280029297, 1300.0, 3000.0, 92.0, 0.0, 0.0]"
811,"[3.0, 2.0, 1640.0, 9234.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1060.0, 580.0, 47.5162010193, -122.2740020752, 2230.0, 10354.0, 47.0, 0.0, 0.0]"
812,"[2.0, 1.0, 900.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 900.0, 0.0, 47.6883010864, -122.3949966431, 1280.0, 5000.0, 70.0, 0.0, 0.0]"
813,"[4.0, 1.75, 1540.0, 5120.0, 1.0, 0.0, 0.0, 5.0, 6.0, 770.0, 770.0, 47.535900116, -122.3720016479, 1080.0, 5120.0, 71.0, 0.0, 0.0]"
814,"[5.0, 1.5, 1750.0, 12491.0, 1.0, 0.0, 0.0, 3.0, 6.0, 1390.0, 360.0, 47.6995010376, -122.1740036011, 1560.0, 12473.0, 54.0, 0.0, 0.0]"
815,"[3.0, 2.0, 1470.0, 7694.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1470.0, 0.0, 47.3539009094, -122.0540008545, 1580.0, 7480.0, 23.0, 0.0, 0.0]"
816,"[5.0, 2.25, 1950.0, 8086.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1130.0, 820.0, 47.3179016113, -122.3310012817, 1670.0, 8550.0, 35.0, 0.0, 0.0]"
817,"[5.0, 3.5, 3760.0, 10207.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3150.0, 610.0, 47.5605010986, -122.2249984741, 3550.0, 12118.0, 46.0, 0.0, 0.0]"
818,"[5.0, 3.0, 2840.0, 7199.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1710.0, 1130.0, 47.5065002441, -122.2750015259, 2210.0, 10800.0, 11.0, 0.0, 0.0]"
819,"[3.0, 1.0, 1670.0, 4005.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1170.0, 500.0, 47.6878013611, -122.3799972534, 1240.0, 4005.0, 75.0, 0.0, 0.0]"
820,"[3.0, 2.5, 2074.0, 4900.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2074.0, 0.0, 47.7327003479, -122.233001709, 1840.0, 7382.0, 17.0, 0.0, 0.0]"
821,"[4.0, 3.0, 2170.0, 2500.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1710.0, 460.0, 47.6741981506, -122.3030014038, 2170.0, 4080.0, 17.0, 0.0, 0.0]"
822,"[3.0, 2.5, 2950.0, 10254.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2950.0, 0.0, 47.4888000488, -122.1399993896, 2800.0, 9323.0, 8.0, 0.0, 0.0]"
823,"[5.0, 3.25, 4115.0, 7910.0, 2.0, 0.0, 0.0, 3.0, 9.0, 4115.0, 0.0, 47.6847000122, -122.0159988403, 3950.0, 6765.0, 0.0, 0.0, 0.0]"
824,"[5.0, 3.5, 2700.0, 11675.0, 1.5, 0.0, 2.0, 4.0, 6.0, 1950.0, 750.0, 47.7172012329, -122.3489990234, 2160.0, 8114.0, 66.0, 0.0, 0.0]"
825,"[2.0, 1.0, 1060.0, 7868.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1060.0, 0.0, 47.7414016724, -122.2949981689, 1530.0, 10728.0, 63.0, 0.0, 0.0]"
826,"[3.0, 1.75, 2140.0, 13260.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1240.0, 900.0, 47.5074005127, -122.3529968262, 1640.0, 13260.0, 66.0, 0.0, 0.0]"
827,"[4.0, 2.5, 2160.0, 9682.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2160.0, 0.0, 47.4105987549, -122.2040023804, 1770.0, 9600.0, 15.0, 0.0, 0.0]"
828,"[4.0, 2.5, 2630.0, 5701.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2630.0, 0.0, 47.375, -122.1600036621, 2770.0, 5939.0, 4.0, 0.0, 0.0]"
829,"[3.0, 2.5, 2830.0, 3750.0, 3.0, 0.0, 0.0, 3.0, 10.0, 2830.0, 0.0, 47.679901123, -122.3850021362, 1780.0, 5000.0, 0.0, 0.0, 0.0]"
830,"[2.0, 1.5, 901.0, 1245.0, 3.0, 0.0, 0.0, 3.0, 7.0, 901.0, 0.0, 47.6773986816, -122.3249969482, 1138.0, 1137.0, 13.0, 0.0, 0.0]"
831,"[3.0, 2.5, 2250.0, 8076.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2250.0, 0.0, 47.3666992188, -122.0410003662, 2180.0, 7244.0, 19.0, 0.0, 0.0]"
832,"[3.0, 2.5, 1680.0, 5000.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1680.0, 0.0, 47.3195991516, -122.3949966431, 1720.0, 5000.0, 27.0, 0.0, 0.0]"
833,"[4.0, 2.75, 2020.0, 7070.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1010.0, 1010.0, 47.520198822, -122.3779983521, 1390.0, 6000.0, 56.0, 0.0, 0.0]"
834,"[4.0, 2.5, 2990.0, 6037.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2990.0, 0.0, 47.476600647, -121.7350006104, 2990.0, 5992.0, 2.0, 0.0, 0.0]"
835,"[3.0, 1.5, 2120.0, 6290.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1220.0, 900.0, 47.5657997131, -122.3180007935, 1620.0, 5400.0, 65.0, 0.0, 0.0]"
836,"[3.0, 1.75, 1680.0, 8100.0, 1.0, 0.0, 2.0, 3.0, 8.0, 1680.0, 0.0, 47.7211990356, -122.3639984131, 1880.0, 7750.0, 65.0, 0.0, 0.0]"
837,"[4.0, 2.5, 1980.0, 6566.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1980.0, 0.0, 47.3809013367, -122.0970001221, 2590.0, 6999.0, 11.0, 0.0, 0.0]"
838,"[4.0, 1.5, 1540.0, 7168.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1160.0, 380.0, 47.4550018311, -122.1979980469, 1540.0, 7176.0, 51.0, 0.0, 0.0]"
839,"[4.0, 2.75, 2450.0, 4187.0, 2.0, 0.0, 2.0, 3.0, 8.0, 2450.0, 0.0, 47.5471000671, -122.0159988403, 2320.0, 4187.0, 4.0, 0.0, 0.0]"
840,"[3.0, 3.5, 3080.0, 6495.0, 2.0, 0.0, 3.0, 3.0, 11.0, 2530.0, 550.0, 47.6320991516, -122.3929977417, 4120.0, 8620.0, 18.0, 1.0, 10.0]"
841,"[2.0, 1.5, 1090.0, 1183.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1090.0, 0.0, 47.6973991394, -122.3489990234, 1110.0, 1384.0, 6.0, 0.0, 0.0]"
842,"[4.0, 1.0, 1060.0, 5750.0, 1.0, 0.0, 0.0, 3.0, 6.0, 950.0, 110.0, 47.6562004089, -122.388999939, 1790.0, 5857.0, 110.0, 0.0, 0.0]"
843,"[2.0, 1.0, 840.0, 7020.0, 1.5, 0.0, 0.0, 4.0, 7.0, 840.0, 0.0, 47.5513000488, -122.3939971924, 1310.0, 7072.0, 72.0, 0.0, 0.0]"
844,"[3.0, 2.5, 1730.0, 7442.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1730.0, 0.0, 47.3507003784, -122.1780014038, 1630.0, 6458.0, 27.0, 0.0, 0.0]"
845,"[3.0, 1.75, 1790.0, 50529.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1090.0, 700.0, 47.3511009216, -122.0729980469, 1940.0, 50529.0, 50.0, 0.0, 0.0]"
846,"[3.0, 2.75, 3860.0, 12786.0, 2.0, 0.0, 0.0, 4.0, 10.0, 3860.0, 0.0, 47.5489997864, -122.1409988403, 2820.0, 14636.0, 30.0, 0.0, 0.0]"
847,"[3.0, 1.75, 1700.0, 8481.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1700.0, 0.0, 47.262298584, -122.3050003052, 1830.0, 6600.0, 21.0, 0.0, 0.0]"
848,"[3.0, 1.5, 1590.0, 8911.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1590.0, 0.0, 47.7393989563, -122.2519989014, 1590.0, 9625.0, 58.0, 0.0, 0.0]"
849,"[2.0, 1.0, 800.0, 1200.0, 2.0, 0.0, 0.0, 3.0, 7.0, 800.0, 0.0, 47.6968994141, -122.3470001221, 806.0, 1200.0, 15.0, 0.0, 0.0]"
850,"[2.0, 1.0, 940.0, 9839.0, 1.0, 0.0, 0.0, 3.0, 6.0, 940.0, 0.0, 47.5378990173, -122.3860015869, 1330.0, 8740.0, 104.0, 0.0, 0.0]"
851,"[3.0, 1.0, 1060.0, 12690.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1060.0, 0.0, 47.6735992432, -122.1669998169, 1920.0, 10200.0, 45.0, 0.0, 0.0]"
852,"[3.0, 2.5, 2430.0, 88426.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1570.0, 860.0, 47.48279953, -121.7180023193, 1560.0, 56827.0, 29.0, 0.0, 0.0]"
853,"[3.0, 2.5, 2860.0, 4500.0, 2.0, 0.0, 2.0, 3.0, 8.0, 1980.0, 880.0, 47.6463012695, -122.3710021973, 2310.0, 4500.0, 99.0, 0.0, 0.0]"
854,"[2.0, 1.0, 930.0, 6098.0, 1.0, 0.0, 0.0, 4.0, 6.0, 930.0, 0.0, 47.5289001465, -122.0299987793, 1730.0, 9000.0, 95.0, 0.0, 0.0]"
855,"[4.0, 2.25, 2370.0, 11310.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1550.0, 820.0, 47.7683982849, -122.2890014648, 1890.0, 8621.0, 47.0, 0.0, 0.0]"
856,"[1.0, 1.0, 670.0, 5750.0, 1.0, 0.0, 0.0, 3.0, 7.0, 670.0, 0.0, 47.5624008179, -122.3939971924, 1170.0, 5750.0, 73.0, 1.0, 69.0]"
857,"[4.0, 2.5, 1820.0, 3899.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1820.0, 0.0, 47.7350006104, -121.9850006104, 1820.0, 3899.0, 16.0, 0.0, 0.0]"
858,"[5.0, 3.0, 2840.0, 7199.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1710.0, 1130.0, 47.5065002441, -122.2750015259, 2210.0, 10800.0, 11.0, 0.0, 0.0]"
859,"[3.0, 2.5, 2900.0, 23550.0, 1.0, 0.0, 0.0, 3.0, 10.0, 1490.0, 1410.0, 47.5708007812, -122.1529998779, 2900.0, 19604.0, 27.0, 0.0, 0.0]"
860,"[4.0, 1.5, 1200.0, 10890.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1200.0, 0.0, 47.342300415, -122.0879974365, 1250.0, 10139.0, 42.0, 0.0, 0.0]"
861,"[2.0, 1.75, 2080.0, 8112.0, 1.0, 1.0, 4.0, 4.0, 8.0, 1040.0, 1040.0, 47.7134017944, -122.2770004272, 2030.0, 8408.0, 75.0, 1.0, 45.0]"
862,"[4.0, 2.0, 1870.0, 6000.0, 1.5, 0.0, 0.0, 3.0, 7.0, 1870.0, 0.0, 47.7154998779, -122.3150024414, 1520.0, 7169.0, 58.0, 0.0, 0.0]"
863,"[4.0, 2.5, 2870.0, 6658.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2870.0, 0.0, 47.5393981934, -121.8779983521, 2770.0, 6658.0, 11.0, 0.0, 0.0]"
864,"[4.0, 3.25, 5180.0, 19850.0, 2.0, 0.0, 3.0, 3.0, 12.0, 3540.0, 1640.0, 47.5620002747, -122.1620025635, 3160.0, 9750.0, 9.0, 0.0, 0.0]"
865,"[3.0, 3.75, 3710.0, 34412.0, 2.0, 0.0, 0.0, 3.0, 10.0, 2910.0, 800.0, 47.5887985229, -122.0400009155, 2390.0, 34412.0, 36.0, 0.0, 0.0]"
866,"[3.0, 2.0, 1460.0, 11481.0, 1.0, 0.0, 0.0, 2.0, 7.0, 1170.0, 290.0, 47.4492988586, -121.7770004272, 1540.0, 9680.0, 19.0, 0.0, 0.0]"
867,"[3.0, 2.5, 2830.0, 3750.0, 3.0, 0.0, 0.0, 3.0, 10.0, 2830.0, 0.0, 47.679901123, -122.3850021362, 1780.0, 5000.0, 0.0, 0.0, 0.0]"
868,"[3.0, 2.25, 2110.0, 7350.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1530.0, 580.0, 47.3087997437, -122.341003418, 2640.0, 7777.0, 34.0, 0.0, 0.0]"
869,"[4.0, 1.5, 1720.0, 6417.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1720.0, 0.0, 47.7267990112, -122.3109970093, 1430.0, 6240.0, 61.0, 0.0, 0.0]"
870,"[4.0, 1.75, 2250.0, 13515.0, 1.0, 0.0, 0.0, 4.0, 8.0, 2150.0, 100.0, 47.3788986206, -122.2289962769, 2150.0, 12508.0, 74.0, 0.0, 0.0]"
871,"[3.0, 2.5, 1553.0, 1991.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1553.0, 0.0, 47.7048988342, -122.3399963379, 1509.0, 2431.0, 0.0, 0.0, 0.0]"
872,"[4.0, 1.75, 2420.0, 8400.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1620.0, 800.0, 47.501701355, -122.1650009155, 1660.0, 8400.0, 50.0, 0.0, 0.0]"
873,"[4.0, 1.5, 1100.0, 11824.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1100.0, 0.0, 47.570400238, -122.1409988403, 1380.0, 11796.0, 60.0, 0.0, 0.0]"
874,"[2.0, 1.0, 1340.0, 7788.0, 1.0, 0.0, 2.0, 3.0, 7.0, 1340.0, 0.0, 47.5093994141, -122.2440032959, 2550.0, 7788.0, 67.0, 0.0, 0.0]"
875,"[3.0, 2.0, 1460.0, 9759.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1460.0, 0.0, 47.6643981934, -122.1439971924, 1620.0, 8421.0, 42.0, 0.0, 0.0]"
876,"[2.0, 1.0, 920.0, 43560.0, 1.0, 0.0, 0.0, 4.0, 5.0, 920.0, 0.0, 47.5245018005, -121.9309997559, 1530.0, 11875.0, 91.0, 0.0, 0.0]"
877,"[3.0, 2.25, 2800.0, 17300.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1420.0, 1380.0, 47.5716018677, -122.1279983521, 2140.0, 12650.0, 44.0, 0.0, 0.0]"
878,"[4.0, 2.5, 2009.0, 5000.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2009.0, 0.0, 47.2577018738, -122.1979980469, 2009.0, 5182.0, 0.0, 0.0, 0.0]"
879,"[3.0, 1.0, 1150.0, 3000.0, 1.0, 0.0, 0.0, 5.0, 6.0, 1150.0, 0.0, 47.6866989136, -122.3450012207, 1460.0, 3200.0, 108.0, 0.0, 0.0]"
880,"[3.0, 2.25, 2220.0, 10530.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1700.0, 520.0, 47.6383018494, -122.0979995728, 2500.0, 10014.0, 41.0, 0.0, 0.0]"
881,"[3.0, 2.5, 1760.0, 5390.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1760.0, 0.0, 47.3482017517, -122.0419998169, 2310.0, 5117.0, 0.0, 0.0, 0.0]"
882,"[2.0, 1.5, 1070.0, 1236.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1000.0, 70.0, 47.5619010925, -122.3820037842, 1170.0, 1888.0, 10.0, 0.0, 0.0]"
883,"[2.0, 1.0, 980.0, 5110.0, 1.0, 0.0, 0.0, 4.0, 7.0, 780.0, 200.0, 47.7001991272, -122.3140029907, 1430.0, 5110.0, 75.0, 0.0, 0.0]"
884,"[2.0, 1.0, 1480.0, 6210.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1080.0, 400.0, 47.7739982605, -122.3509979248, 1290.0, 7509.0, 64.0, 0.0, 0.0]"
885,"[4.0, 2.5, 2920.0, 9904.0, 2.0, 0.0, 0.0, 4.0, 9.0, 2920.0, 0.0, 47.5759010315, -121.9950027466, 1810.0, 5617.0, 24.0, 0.0, 0.0]"
886,"[2.0, 1.0, 1120.0, 8661.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1120.0, 0.0, 47.7033996582, -122.3069992065, 1470.0, 7205.0, 68.0, 0.0, 0.0]"
887,"[3.0, 1.75, 1050.0, 9871.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1050.0, 0.0, 47.3815994263, -122.0869979858, 1300.0, 10794.0, 46.0, 0.0, 0.0]"
888,"[3.0, 1.75, 1760.0, 6300.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1060.0, 700.0, 47.5003013611, -122.2600021362, 1340.0, 7300.0, 52.0, 0.0, 0.0]"
889,"[3.0, 1.75, 1330.0, 36537.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1330.0, 0.0, 47.3125991821, -122.1289978027, 1650.0, 35100.0, 26.0, 0.0, 0.0]"
890,"[3.0, 2.25, 2960.0, 8330.0, 1.0, 0.0, 3.0, 4.0, 10.0, 2260.0, 700.0, 47.7034988403, -122.3850021362, 2960.0, 8840.0, 62.0, 0.0, 0.0]"
891,"[4.0, 1.75, 2260.0, 41236.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1690.0, 570.0, 47.5527992249, -122.033996582, 3080.0, 30240.0, 53.0, 0.0, 0.0]"
892,"[4.0, 2.5, 2190.0, 4944.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2190.0, 0.0, 47.5340995789, -121.8659973145, 2190.0, 5108.0, 16.0, 0.0, 0.0]"
893,"[3.0, 2.5, 1520.0, 4170.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1520.0, 0.0, 47.3842010498, -122.0400009155, 1560.0, 4237.0, 10.0, 0.0, 0.0]"
894,"[2.0, 1.0, 940.0, 9839.0, 1.0, 0.0, 0.0, 3.0, 6.0, 940.0, 0.0, 47.5378990173, -122.3860015869, 1330.0, 8740.0, 104.0, 0.0, 0.0]"
895,"[2.0, 1.0, 1160.0, 5000.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1160.0, 0.0, 47.6865005493, -122.3990020752, 1750.0, 5000.0, 77.0, 0.0, 0.0]"
896,"[4.0, 3.25, 2910.0, 1880.0, 2.0, 0.0, 3.0, 5.0, 9.0, 1830.0, 1080.0, 47.6160011292, -122.2819976807, 3100.0, 8200.0, 100.0, 0.0, 0.0]"
897,"[3.0, 2.0, 1780.0, 5720.0, 1.0, 0.0, 0.0, 5.0, 7.0, 980.0, 800.0, 47.6794013977, -122.3509979248, 1620.0, 5050.0, 89.0, 0.0, 0.0]"
898,"[4.0, 1.5, 1860.0, 12197.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1860.0, 0.0, 47.7290000916, -122.2350006104, 1510.0, 11761.0, 50.0, 0.0, 0.0]"
899,"[4.0, 1.75, 1670.0, 9886.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1670.0, 0.0, 47.724899292, -122.2870025635, 2590.0, 9997.0, 67.0, 0.0, 0.0]"
900,"[3.0, 1.5, 1500.0, 10227.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1000.0, 500.0, 47.2042999268, -121.9960021973, 1490.0, 7670.0, 69.0, 0.0, 0.0]"
901,"[4.0, 3.25, 2050.0, 5000.0, 2.0, 0.0, 0.0, 4.0, 8.0, 1370.0, 680.0, 47.623500824, -122.297996521, 1720.0, 5000.0, 27.0, 0.0, 0.0]"
902,"[5.0, 3.0, 3070.0, 8474.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3070.0, 0.0, 47.6851997375, -122.1839981079, 3070.0, 8527.0, 3.0, 0.0, 0.0]"
903,"[5.0, 2.75, 2590.0, 6120.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2590.0, 0.0, 47.6666984558, -122.327003479, 1390.0, 3060.0, 105.0, 0.0, 0.0]"
904,"[3.0, 1.0, 1310.0, 18135.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1310.0, 0.0, 47.6064987183, -122.1129989624, 2150.0, 18135.0, 67.0, 0.0, 0.0]"
905,"[3.0, 1.5, 1670.0, 3852.0, 2.0, 0.0, 3.0, 4.0, 8.0, 1670.0, 0.0, 47.6411018372, -122.3710021973, 2320.0, 4572.0, 87.0, 0.0, 0.0]"
906,"[3.0, 1.5, 1200.0, 2002.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1200.0, 0.0, 47.4659004211, -122.1890029907, 1270.0, 1848.0, 48.0, 0.0, 0.0]"
907,"[3.0, 2.75, 2300.0, 5090.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1700.0, 600.0, 47.5449981689, -122.3600006104, 1530.0, 9100.0, 7.0, 0.0, 0.0]"
908,"[3.0, 1.75, 1628.0, 286355.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1628.0, 0.0, 47.2557983398, -122.1220016479, 1490.0, 216344.0, 19.0, 0.0, 0.0]"
909,"[3.0, 1.75, 1050.0, 7854.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1050.0, 0.0, 47.3011016846, -122.3690032959, 1360.0, 7668.0, 40.0, 0.0, 0.0]"
910,"[4.0, 3.25, 2910.0, 1880.0, 2.0, 0.0, 3.0, 5.0, 9.0, 1830.0, 1080.0, 47.6160011292, -122.2819976807, 3100.0, 8200.0, 100.0, 0.0, 0.0]"
911,"[4.0, 1.0, 1330.0, 2400.0, 1.5, 0.0, 0.0, 4.0, 6.0, 1330.0, 0.0, 47.6500015259, -122.3399963379, 1330.0, 4400.0, 114.0, 0.0, 0.0]"
912,"[3.0, 1.75, 1790.0, 50529.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1090.0, 700.0, 47.3511009216, -122.0729980469, 1940.0, 50529.0, 50.0, 0.0, 0.0]"
913,"[3.0, 1.5, 1770.0, 30689.0, 1.0, 0.0, 4.0, 3.0, 9.0, 1770.0, 0.0, 47.7648010254, -122.3700027466, 2650.0, 30280.0, 62.0, 0.0, 0.0]"
914,"[3.0, 2.5, 2160.0, 8809.0, 1.0, 0.0, 0.0, 3.0, 9.0, 1540.0, 620.0, 47.6994018555, -122.3489990234, 930.0, 5420.0, 0.0, 0.0, 0.0]"
915,"[3.0, 1.0, 1610.0, 8500.0, 1.5, 0.0, 0.0, 3.0, 7.0, 1610.0, 0.0, 47.3717002869, -122.2969970703, 1070.0, 8750.0, 56.0, 0.0, 0.0]"
916,"[3.0, 2.5, 2370.0, 4200.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2370.0, 0.0, 47.3698997498, -122.0189971924, 2370.0, 4370.0, 1.0, 0.0, 0.0]"
917,"[2.0, 1.0, 870.0, 8487.0, 1.0, 0.0, 0.0, 4.0, 6.0, 870.0, 0.0, 47.4954986572, -122.2389984131, 1350.0, 6850.0, 71.0, 0.0, 0.0]"
918,"[3.0, 2.5, 1800.0, 4357.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1800.0, 0.0, 47.5336990356, -121.841003418, 1800.0, 3663.0, 2.0, 0.0, 0.0]"
919,"[3.0, 2.5, 2110.0, 4118.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2110.0, 0.0, 47.3877983093, -122.1529998779, 2110.0, 4044.0, 25.0, 0.0, 0.0]"
920,"[4.0, 3.0, 3750.0, 11025.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3750.0, 0.0, 47.6366996765, -122.0589981079, 2930.0, 12835.0, 38.0, 0.0, 0.0]"
921,"[3.0, 1.0, 1150.0, 3000.0, 1.0, 0.0, 0.0, 5.0, 6.0, 1150.0, 0.0, 47.6866989136, -122.3450012207, 1460.0, 3200.0, 108.0, 0.0, 0.0]"
922,"[5.0, 2.0, 3540.0, 9970.0, 2.0, 0.0, 3.0, 3.0, 9.0, 3540.0, 0.0, 47.7108001709, -122.2770004272, 2280.0, 7195.0, 44.0, 0.0, 0.0]"
923,"[4.0, 1.75, 1880.0, 12150.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1280.0, 600.0, 47.3272018433, -122.3629989624, 1980.0, 9680.0, 38.0, 0.0, 0.0]"
